Year,Month,Day,Hour,Minute,tem_in,hum_in,tem_coil,tem_out,hum_out
2020,3,3,15,0,11.62,44.17,8.88,8.66,47.99
2020,3,4,13,30,8.5,37.97,8.53,5.79,46.83
2020,3,4,17,30,6.03,43.38,7.54,3.5,52.72
2020,3,5,6,30,5.24,44.29,6.21,1.3,56.47
2020,3,5,7,30,5.12,44.57,6.21,2.06,53.3
2020,3,6,0,0,7.47,38.68,6.78,-0.99,69.63
2020,3,7,11,30,9.21,42.22,7.5,7.56,42.34
2020,3,7,13,30,10.55,33.85,8.04,10.34,31.72
2020,3,8,11,0,9.97,49.39,8.23,14.43,36.26
2020,3,9,16,0,13.88,37.24,10.71,12.96,37.27
2020,3,10,6,30,11.13,67.19,10.48,7.34,88.52
2020,3,12,8,0,7.16,48.2,8.23,4.35,58.21
2020,3,12,15,0,13.17,18.89,9.98,12.32,17.37
2020,3,12,17,0,13.02,21.25,10.44,10.46,27.84
2020,3,12,21,0,11.83,47.19,9.76,6.37,71.31
2020,3,14,0,30,7.31,35.96,8.69,3.13,45.88
2020,3,15,6,30,9.79,51.13,8.95,3.28,80.46
2020,3,16,21,0,9.54,40.11,8.88,2.83,67.06
2020,3,18,3,0,9.97,56.04,9.03,2.46,95.33
2020,3,19,11,30,12.47,48.14,11.01,11.16,53.02
2020,3,19,14,30,12.56,35.9,11.24,10.46,39.59
2020,3,20,10,0,11.98,39.65,11.09,15.92,34.43
2020,3,20,17,30,14.3,23.41,11.97,11.43,29.03
2020,3,22,6,0,13.57,55.53,12.66,8.14,75.7
2020,3,22,8,30,13.27,46.15,12.81,13.39,41.79
2020,3,22,13,0,15.28,34.95,13.46,12.93,38.95
2020,3,22,21,30,13.51,41.54,13.27,9.91,49.6
2020,3,23,9,0,12.47,41.15,12.96,14.06,35.01
2020,3,24,14,30,16.84,34.58,13.84,14.7,38.28
2020,3,25,5,0,12.5,38.49,12.81,5.09,63.19
2020,3,25,20,0,16.44,48.38,14.26,13.24,61.48
2020,3,27,4,30,16.53,73.75,14.56,12.14,97.5
2020,3,27,6,30,15.83,68.38,14.53,11.43,90.05
2020,3,27,7,30,14.67,67.25,14.3,10.46,89.13
2020,3,27,9,0,13.88,66.24,14.22,10.49,84.37
2020,3,27,19,30,13.05,40.11,13.8,9.48,49.24
2020,3,28,2,0,11.65,31.35,12.92,8.69,40.23
2020,3,28,4,30,11.86,23.17,12.92,8.14,28.3
2020,3,29,11,30,13.54,33.49,12.2,12.9,33.67
2020,3,29,19,30,14.21,34.43,12.77,9.88,43.96
