Year,Month,Day,Hour,Minute,tem_in,hum_in,tem_coil,tem_out,hum_out
2020,3,14,22,30,9.66,56.96,10.14,4.93,86.17
2020,3,15,11,30,10.61,47.34,10.14,11.62,40.6
2020,3,15,17,0,10.61,25.64,10.94,6.03,36.42
2020,3,17,3,30,7.77,49.27,8.38,1.61,83.15
2020,3,17,22,0,10.06,60.53,9.49,6.06,87.67
2020,3,18,20,0,13.88,24.27,11.59,11.62,28.63
2020,3,18,23,0,12.5,28.79,11.21,10.49,37.52
2020,3,20,7,30,8.57,55.89,10.48,10.43,51.16
2020,3,20,17,0,14.46,22.28,12.96,12.08,27.05
2020,3,22,0,0,14,71.28,13.57,11.43,91.18
2020,3,22,9,0,11.77,42.43,12.69,16.9,31.23
2020,3,23,0,0,11.71,45.18,13.5,7.65,64.38
2020,3,23,18,30,15.59,40.29,14.56,11.34,58
2020,3,23,21,0,13.36,42.52,13.3,8.2,65.29
2020,3,24,13,30,15.43,30.95,14.41,17.88,23.6
2020,3,25,4,30,11.07,37.79,12.77,7.34,49.15
2020,3,26,3,30,13.14,54.15,14.14,9.08,80.68
2020,3,26,6,30,12.81,54.7,13.53,8.08,84.62
2020,3,26,7,30,12.87,55.8,13.69,9.57,78.39
2020,3,26,20,0,16.29,77.66,15.17,14.3,95.27
2020,3,27,10,30,14,59.46,14.26,10.92,76.68
2020,3,27,11,0,14.12,56.59,14.41,12.11,64.16
2020,3,27,19,0,14.06,36.32,15.06,8.35,51.47
2020,3,29,5,0,9.15,38.86,11.7,1.39,74.33
